Reporting country,Reference period,Item code,Item name,Value,Undertaking type,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
SWEDEN,2022 Q4,R0540,Total eligible own funds to meet the SCR,25132.194037,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0540,Total eligible own funds to meet the SCR,50786.181348,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,4170.251303,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,24590.661187,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,50732.615564,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0540 - C0030,EOF Tier 1 - restricted,101.512345,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0540 - C0030,EOF Tier 1 - restricted,26.974051,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0540 - C0040,EOF Tier 2,509.539867,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0540 - C0040,EOF Tier 2,0.0,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0540 - C0050,EOF Tier 3,1.785632,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0540 - C0050,EOF Tier 3,31.992983,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0540 - C0050,EOF Tier 3,26.591733,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0550,Total eligible own funds to meet the MCR,4271.763649,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0550,Total eligible own funds to meet the MCR,24731.624533,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0550,Total eligible own funds to meet the MCR,50759.589615,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0580,SCR,2093.986713,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0580,SCR,11365.931618,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0580,SCR,25276.24579,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0600,MCR,695.986557,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0600,MCR,3382.850195,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0600,MCR,6397.397596,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0620,Ratio of Eligible own funds to SCR,2.07021,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0620,Ratio of Eligible own funds to SCR,2.04087,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0620,Ratio of Eligible own funds to SCR,2.21119,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0620,Ratio of Eligible own funds to SCR,2.00925,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.55233,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.55233,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.69007,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.41887,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.80881,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.61633,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.96804,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.5602,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.2122,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.26928,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.28091,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.77452,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.52174,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.4381,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.55225,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.00867,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.05537,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.61797,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.1409,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.29441,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0640,Ratio of Eligible own funds to MCR,7.61371,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0640,Ratio of Eligible own funds to MCR,6.13771,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0640,Ratio of Eligible own funds to MCR,7.31088,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0640,Ratio of Eligible own funds to MCR,7.93441,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.86633,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.45087,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.17185,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.96696,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.32931,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),1.60247,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.42343,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.32611,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.53598,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.48165,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.44995,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.26767,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.709,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),4.51503,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),9.13455,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.41402,Other undertakings,20250930,14
SWEDEN,2022 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.68534,All undertaking types,20250930,113
SWEDEN,2022 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.14807,Life undertakings,20250930,13
SWEDEN,2022 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.98304,Non-Life undertakings,20250930,86
SWEDEN,2022 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.45021,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0500,Total available own funds to meet the SCR,4336.380332,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0500,Total available own funds to meet the SCR,25886.905406,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0500,Total available own funds to meet the SCR,50438.384121,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0510,Total available own funds to meet the MCR,4334.83651,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0510,Total available own funds to meet the MCR,25691.894734,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0510,Total available own funds to meet the MCR,50409.271585,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0540,Total eligible own funds to meet the SCR,4335.964659,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0540,Total eligible own funds to meet the SCR,25879.81353,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0540,Total eligible own funds to meet the SCR,50438.384121,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,4234.752294,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,25381.893701,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,50382.677019,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0540 - C0030,EOF Tier 1 - restricted,100.084216,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0540 - C0030,EOF Tier 1 - restricted,26.594566,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0540 - C0040,EOF Tier 2,492.66913,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0540 - C0040,EOF Tier 2,0.0,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0540 - C0050,EOF Tier 3,1.128149,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0540 - C0050,EOF Tier 3,5.250699,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0540 - C0050,EOF Tier 3,29.112536,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0550,Total eligible own funds to meet the MCR,4334.83651,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0550,Total eligible own funds to meet the MCR,25522.712513,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0550,Total eligible own funds to meet the MCR,50409.271585,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0580,SCR,2300.892637,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0580,SCR,12033.983386,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0580,SCR,26682.068408,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0600,MCR,785.942679,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0600,MCR,3575.905254,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0600,MCR,6741.062959,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0620,Ratio of Eligible own funds to SCR,1.96636,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0620,Ratio of Eligible own funds to SCR,1.88447,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0620,Ratio of Eligible own funds to SCR,2.15056,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0620,Ratio of Eligible own funds to SCR,1.89035,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.53552,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.44043,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.65675,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.39372,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.79524,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.55262,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.90396,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.51936,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.13718,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.8367,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.18441,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.73689,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.41401,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.3316,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.49837,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),1.88902,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.03902,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.68218,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.13771,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.18339,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0640,Ratio of Eligible own funds to MCR,7.22935,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0640,Ratio of Eligible own funds to MCR,5.51546,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0640,Ratio of Eligible own funds to MCR,7.13741,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0640,Ratio of Eligible own funds to MCR,7.47794,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.84903,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),1.43346,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.05997,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),4.67091,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.20559,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),1.69623,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.52149,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),5.2313,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),6.53239,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.1891,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),7.27655,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),5.88038,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.50955,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),4.39671,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),8.68852,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.24504,Other undertakings,20250930,14
SWEDEN,2023 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.3631,All undertaking types,20250930,114
SWEDEN,2023 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.08467,Life undertakings,20250930,13
SWEDEN,2023 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),9.4214,Non-Life undertakings,20250930,87
SWEDEN,2023 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.26756,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0500,Total available own funds to meet the SCR,4680.612987,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0500,Total available own funds to meet the SCR,25118.275881,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0500,Total available own funds to meet the SCR,49438.423309,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0510,Total available own funds to meet the MCR,4678.131635,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0510,Total available own funds to meet the MCR,24917.149587,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0510,Total available own funds to meet the MCR,49411.177115,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0540,Total eligible own funds to meet the SCR,4680.234957,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0540,Total eligible own funds to meet the SCR,25111.52906,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0540,Total eligible own funds to meet the SCR,49438.423309,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,4582.498243,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,24625.501204,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,49385.765231,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0030,EOF Tier 1 - restricted,95.633391,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0030,EOF Tier 1 - restricted,0.0,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0540 - C0030,EOF Tier 1 - restricted,25.411884,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0040,EOF Tier 2,0.0,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0040,EOF Tier 2,470.303167,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0540 - C0040,EOF Tier 2,0.0,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0050,EOF Tier 3,2.103323,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0540 - C0050,EOF Tier 3,15.724689,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0540 - C0050,EOF Tier 3,27.246193,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0550,Total eligible own funds to meet the MCR,4678.131635,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0550,Total eligible own funds to meet the MCR,24764.893444,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0550,Total eligible own funds to meet the MCR,49411.177115,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0580,SCR,2488.249975,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0580,SCR,11437.052679,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0580,SCR,26516.477502,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0600,MCR,820.34453,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0600,MCR,3406.185809,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0600,MCR,6692.006953,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0620,Ratio of Eligible own funds to SCR,1.95912,All undertaking types,20250930,114
SWEDEN,2023 Q2,R0620,Ratio of Eligible own funds to SCR,1.88093,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0620,Ratio of Eligible own funds to SCR,2.19563,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0620,Ratio of Eligible own funds to SCR,1.86444,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.54769,All undertaking types,20250930,114
SWEDEN,2023 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.40674,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.72955,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.44029,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.81332,All undertaking types,20250930,114
SWEDEN,2023 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.56999,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.91,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.54573,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.12364,All undertaking types,20250930,114
SWEDEN,2023 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.91955,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.17027,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.72642,Other undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.488,All undertaking types,20250930,114
SWEDEN,2023 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.56658,Life undertakings,20250930,14
SWEDEN,2023 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.5422,Non-Life undertakings,20250930,86
SWEDEN,2023 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),1.89646,Other undertakings,20250930,14
