Reporting country,Reference period,Item code,Item name,Value,Undertaking type,Date of extraction (yyyymmdd),"Number of submissions (per reporting country, reference date and undertaking type)"
ITALY,2018 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.93648,All undertaking types,20250930,98
ITALY,2018 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.69318,Life undertakings,20250930,30
ITALY,2018 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.93217,Non-Life undertakings,20250930,49
ITALY,2018 Q3,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.55242,Other undertakings,20250930,19
ITALY,2018 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.84685,All undertaking types,20250930,98
ITALY,2018 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.40388,Life undertakings,20250930,30
ITALY,2018 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.70347,Non-Life undertakings,20250930,49
ITALY,2018 Q3,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.7088,Other undertakings,20250930,19
ITALY,2018 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.56188,All undertaking types,20250930,98
ITALY,2018 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),4.58275,Life undertakings,20250930,30
ITALY,2018 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.60344,Non-Life undertakings,20250930,49
ITALY,2018 Q3,R0640_P75,Ratio of Eligible own funds to MCR (P75),7.13971,Other undertakings,20250930,19
ITALY,2018 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.52722,All undertaking types,20250930,98
ITALY,2018 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.38332,Life undertakings,20250930,30
ITALY,2018 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.84797,Non-Life undertakings,20250930,49
ITALY,2018 Q3,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.80098,Other undertakings,20250930,19
ITALY,2018 Q4,R0500,Total available own funds to meet the SCR,12567.492537,Life undertakings,20250930,28
ITALY,2018 Q4,R0500,Total available own funds to meet the SCR,6360.801454,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0500,Total available own funds to meet the SCR,106277.451363,Other undertakings,20250930,18
ITALY,2018 Q4,R0510,Total available own funds to meet the MCR,12492.103878,Life undertakings,20250930,28
ITALY,2018 Q4,R0510,Total available own funds to meet the MCR,6115.41158,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0510,Total available own funds to meet the MCR,105472.077554,Other undertakings,20250930,18
ITALY,2018 Q4,R0540,Total eligible own funds to meet the SCR,12566.88095,Life undertakings,20250930,28
ITALY,2018 Q4,R0540,Total eligible own funds to meet the SCR,6267.869381,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0540,Total eligible own funds to meet the SCR,105995.72541,Other undertakings,20250930,18
ITALY,2018 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,11558.935934,Life undertakings,20250930,28
ITALY,2018 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,5914.602157,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0540 - C0020,EOF Tier 1 - unrestricted,88436.266663,Other undertakings,20250930,18
ITALY,2018 Q4,R0540 - C0030,EOF Tier 1 - restricted,277.825021,Life undertakings,20250930,28
ITALY,2018 Q4,R0540 - C0030,EOF Tier 1 - restricted,19.150046,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0540 - C0030,EOF Tier 1 - restricted,6315.643304,Other undertakings,20250930,18
ITALY,2018 Q4,R0540 - C0040,EOF Tier 2,655.144968,Life undertakings,20250930,28
ITALY,2018 Q4,R0540 - C0040,EOF Tier 2,181.659377,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0540 - C0040,EOF Tier 2,10545.770177,Other undertakings,20250930,18
ITALY,2018 Q4,R0540 - C0050,EOF Tier 3,74.975027,Life undertakings,20250930,28
ITALY,2018 Q4,R0540 - C0050,EOF Tier 3,152.457801,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0540 - C0050,EOF Tier 3,698.045266,Other undertakings,20250930,18
ITALY,2018 Q4,R0550,Total eligible own funds to meet the MCR,12054.457683,Life undertakings,20250930,28
ITALY,2018 Q4,R0550,Total eligible own funds to meet the MCR,5992.768498,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0550,Total eligible own funds to meet the MCR,97553.13913,Other undertakings,20250930,18
ITALY,2018 Q4,R0580,SCR,8012.731567,Life undertakings,20250930,28
ITALY,2018 Q4,R0580,SCR,3385.411967,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0580,SCR,44285.441326,Other undertakings,20250930,18
ITALY,2018 Q4,R0600,MCR,3524.102809,Life undertakings,20250930,28
ITALY,2018 Q4,R0600,MCR,1384.235199,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0600,MCR,15677.495874,Other undertakings,20250930,18
ITALY,2018 Q4,R0620,Ratio of Eligible own funds to SCR,2.24178,All undertaking types,20250930,95
ITALY,2018 Q4,R0620,Ratio of Eligible own funds to SCR,1.56836,Life undertakings,20250930,28
ITALY,2018 Q4,R0620,Ratio of Eligible own funds to SCR,1.85143,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0620,Ratio of Eligible own funds to SCR,2.39347,Other undertakings,20250930,18
ITALY,2018 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.2652,All undertaking types,20250930,95
ITALY,2018 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.24993,Life undertakings,20250930,28
ITALY,2018 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.26047,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.47846,Other undertakings,20250930,18
ITALY,2018 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.4609,All undertaking types,20250930,95
ITALY,2018 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.44148,Life undertakings,20250930,28
ITALY,2018 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.42848,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.91526,Other undertakings,20250930,18
ITALY,2018 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.79312,All undertaking types,20250930,95
ITALY,2018 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.63506,Life undertakings,20250930,28
ITALY,2018 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.68349,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.1615,Other undertakings,20250930,18
ITALY,2018 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.39983,All undertaking types,20250930,95
ITALY,2018 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.06643,Life undertakings,20250930,28
ITALY,2018 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.41966,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.61554,Other undertakings,20250930,18
ITALY,2018 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.8236,All undertaking types,20250930,95
ITALY,2018 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.67576,Life undertakings,20250930,28
ITALY,2018 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.82962,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.05352,Other undertakings,20250930,18
ITALY,2018 Q4,R0640,Ratio of Eligible own funds to MCR,5.61553,All undertaking types,20250930,95
ITALY,2018 Q4,R0640,Ratio of Eligible own funds to MCR,3.42057,Life undertakings,20250930,28
ITALY,2018 Q4,R0640,Ratio of Eligible own funds to MCR,4.3293,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0640,Ratio of Eligible own funds to MCR,6.22249,Other undertakings,20250930,18
ITALY,2018 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.58421,All undertaking types,20250930,95
ITALY,2018 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.39384,Life undertakings,20250930,28
ITALY,2018 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.72524,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0640_P10,Ratio of Eligible own funds to MCR (P10),3.0411,Other undertakings,20250930,18
ITALY,2018 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.23021,All undertaking types,20250930,95
ITALY,2018 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.02508,Life undertakings,20250930,28
ITALY,2018 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.269,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0640_P25,Ratio of Eligible own funds to MCR (P25),4.22715,Other undertakings,20250930,18
ITALY,2018 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.0449,All undertaking types,20250930,95
ITALY,2018 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.67391,Life undertakings,20250930,28
ITALY,2018 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.7537,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.55619,Other undertakings,20250930,18
ITALY,2018 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.48933,All undertaking types,20250930,95
ITALY,2018 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),4.42598,Life undertakings,20250930,28
ITALY,2018 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.75771,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.79354,Other undertakings,20250930,18
ITALY,2018 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.97319,All undertaking types,20250930,95
ITALY,2018 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),5.99632,Life undertakings,20250930,28
ITALY,2018 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.83376,Non-Life undertakings,20250930,49
ITALY,2018 Q4,R0640_P90,Ratio of Eligible own funds to MCR (P90),8.15145,Other undertakings,20250930,18
ITALY,2019 Q1,R0500,Total available own funds to meet the SCR,12778.569051,Life undertakings,20250930,28
ITALY,2019 Q1,R0500,Total available own funds to meet the SCR,6573.015068,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0500,Total available own funds to meet the SCR,104003.906709,Other undertakings,20250930,18
ITALY,2019 Q1,R0510,Total available own funds to meet the MCR,12672.703835,Life undertakings,20250930,28
ITALY,2019 Q1,R0510,Total available own funds to meet the MCR,6351.291594,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0510,Total available own funds to meet the MCR,101176.433993,Other undertakings,20250930,18
ITALY,2019 Q1,R0540,Total eligible own funds to meet the SCR,12767.297951,Life undertakings,20250930,28
ITALY,2019 Q1,R0540,Total eligible own funds to meet the SCR,6477.202493,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0540,Total eligible own funds to meet the SCR,102789.962294,Other undertakings,20250930,18
ITALY,2019 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,11676.397287,Life undertakings,20250930,28
ITALY,2019 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,6146.692952,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0540 - C0020,EOF Tier 1 - unrestricted,84078.334395,Other undertakings,20250930,18
ITALY,2019 Q1,R0540 - C0030,EOF Tier 1 - restricted,279.046547,Life undertakings,20250930,28
ITALY,2019 Q1,R0540 - C0030,EOF Tier 1 - restricted,19.306341,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0540 - C0030,EOF Tier 1 - restricted,5661.775528,Other undertakings,20250930,18
ITALY,2019 Q1,R0540 - C0040,EOF Tier 2,717.260001,Life undertakings,20250930,28
ITALY,2019 Q1,R0540 - C0040,EOF Tier 2,184.163348,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0540 - C0040,EOF Tier 2,12310.477004,Other undertakings,20250930,18
ITALY,2019 Q1,R0540 - C0050,EOF Tier 3,94.594116,Life undertakings,20250930,28
ITALY,2019 Q1,R0540 - C0050,EOF Tier 3,127.039853,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0540 - C0050,EOF Tier 3,739.375367,Other undertakings,20250930,18
ITALY,2019 Q1,R0550,Total eligible own funds to meet the MCR,12193.079284,Life undertakings,20250930,28
ITALY,2019 Q1,R0550,Total eligible own funds to meet the MCR,6225.426005,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0550,Total eligible own funds to meet the MCR,92608.992611,Other undertakings,20250930,18
ITALY,2019 Q1,R0580,SCR,8349.9195,Life undertakings,20250930,28
ITALY,2019 Q1,R0580,SCR,3430.928504,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0580,SCR,45588.294386,Other undertakings,20250930,18
ITALY,2019 Q1,R0600,MCR,3670.701818,Life undertakings,20250930,28
ITALY,2019 Q1,R0600,MCR,1410.775041,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0600,MCR,16258.771851,Other undertakings,20250930,18
ITALY,2019 Q1,R0620,Ratio of Eligible own funds to SCR,2.12718,All undertaking types,20250930,95
ITALY,2019 Q1,R0620,Ratio of Eligible own funds to SCR,1.52903,Life undertakings,20250930,28
ITALY,2019 Q1,R0620,Ratio of Eligible own funds to SCR,1.88789,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0620,Ratio of Eligible own funds to SCR,2.25474,Other undertakings,20250930,18
ITALY,2019 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.26581,All undertaking types,20250930,95
ITALY,2019 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.21326,Life undertakings,20250930,28
ITALY,2019 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.33746,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.42565,Other undertakings,20250930,18
ITALY,2019 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.44234,All undertaking types,20250930,95
ITALY,2019 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.32706,Life undertakings,20250930,28
ITALY,2019 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.46292,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.72608,Other undertakings,20250930,18
ITALY,2019 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.7501,All undertaking types,20250930,95
ITALY,2019 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.53667,Life undertakings,20250930,28
ITALY,2019 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.7617,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0620_P50,Ratio of Eligible own funds to SCR (P50),2.05638,Other undertakings,20250930,18
ITALY,2019 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.26988,All undertaking types,20250930,95
ITALY,2019 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.12666,Life undertakings,20250930,28
ITALY,2019 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.30639,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.46395,Other undertakings,20250930,18
ITALY,2019 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.82035,All undertaking types,20250930,95
ITALY,2019 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.54907,Life undertakings,20250930,28
ITALY,2019 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.87083,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.59926,Other undertakings,20250930,18
ITALY,2019 Q1,R0640,Ratio of Eligible own funds to MCR,5.20273,All undertaking types,20250930,95
ITALY,2019 Q1,R0640,Ratio of Eligible own funds to MCR,3.32173,Life undertakings,20250930,28
ITALY,2019 Q1,R0640,Ratio of Eligible own funds to MCR,4.41277,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0640,Ratio of Eligible own funds to MCR,5.69594,Other undertakings,20250930,18
ITALY,2019 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.47977,All undertaking types,20250930,95
ITALY,2019 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.32731,Life undertakings,20250930,28
ITALY,2019 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.88297,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.92235,Other undertakings,20250930,18
ITALY,2019 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.00924,All undertaking types,20250930,95
ITALY,2019 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.7927,Life undertakings,20250930,28
ITALY,2019 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.15113,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.79397,Other undertakings,20250930,18
ITALY,2019 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.78743,All undertaking types,20250930,95
ITALY,2019 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.26111,Life undertakings,20250930,28
ITALY,2019 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.81826,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.24671,Other undertakings,20250930,18
ITALY,2019 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.39089,All undertaking types,20250930,95
ITALY,2019 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),4.46892,Life undertakings,20250930,28
ITALY,2019 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.01539,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.46423,Other undertakings,20250930,18
ITALY,2019 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.14985,All undertaking types,20250930,95
ITALY,2019 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),5.80492,Life undertakings,20250930,28
ITALY,2019 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),7.07522,Non-Life undertakings,20250930,49
ITALY,2019 Q1,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.63286,Other undertakings,20250930,18
ITALY,2019 Q2,R0500,Total available own funds to meet the SCR,13207.161589,Life undertakings,20250930,28
ITALY,2019 Q2,R0500,Total available own funds to meet the SCR,6726.664748,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0500,Total available own funds to meet the SCR,104342.056577,Other undertakings,20250930,18
ITALY,2019 Q2,R0510,Total available own funds to meet the MCR,13037.492693,Life undertakings,20250930,28
ITALY,2019 Q2,R0510,Total available own funds to meet the MCR,6512.001995,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0510,Total available own funds to meet the MCR,101444.491057,Other undertakings,20250930,18
ITALY,2019 Q2,R0540,Total eligible own funds to meet the SCR,13161.460823,Life undertakings,20250930,28
ITALY,2019 Q2,R0540,Total eligible own funds to meet the SCR,6634.813526,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0540,Total eligible own funds to meet the SCR,103704.116155,Other undertakings,20250930,18
ITALY,2019 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,11939.644233,Life undertakings,20250930,28
ITALY,2019 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,6304.56299,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0540 - C0020,EOF Tier 1 - unrestricted,85061.615697,Other undertakings,20250930,18
ITALY,2019 Q2,R0540 - C0030,EOF Tier 1 - restricted,280.266106,Life undertakings,20250930,28
ITALY,2019 Q2,R0540 - C0030,EOF Tier 1 - restricted,19.126547,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0540 - C0030,EOF Tier 1 - restricted,5702.153798,Other undertakings,20250930,18
ITALY,2019 Q2,R0540 - C0040,EOF Tier 2,789.991624,Life undertakings,20250930,28
ITALY,2019 Q2,R0540 - C0040,EOF Tier 2,187.710016,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0540 - C0040,EOF Tier 2,11997.173193,Other undertakings,20250930,18
ITALY,2019 Q2,R0540 - C0050,EOF Tier 3,151.558858,Life undertakings,20250930,28
ITALY,2019 Q2,R0540 - C0050,EOF Tier 3,123.413974,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0540 - C0050,EOF Tier 3,943.173467,Other undertakings,20250930,18
ITALY,2019 Q2,R0550,Total eligible own funds to meet the MCR,12454.243979,Life undertakings,20250930,28
ITALY,2019 Q2,R0550,Total eligible own funds to meet the MCR,6383.361634,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0550,Total eligible own funds to meet the MCR,93481.785856,Other undertakings,20250930,18
ITALY,2019 Q2,R0580,SCR,8206.4875,Life undertakings,20250930,28
ITALY,2019 Q2,R0580,SCR,3506.805433,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0580,SCR,44830.84805,Other undertakings,20250930,18
ITALY,2019 Q2,R0600,MCR,3612.368648,Life undertakings,20250930,28
ITALY,2019 Q2,R0600,MCR,1447.493463,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0600,MCR,15991.39134,Other undertakings,20250930,18
ITALY,2019 Q2,R0620,Ratio of Eligible own funds to SCR,2.18414,All undertaking types,20250930,96
ITALY,2019 Q2,R0620,Ratio of Eligible own funds to SCR,1.60379,Life undertakings,20250930,28
ITALY,2019 Q2,R0620,Ratio of Eligible own funds to SCR,1.89198,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0620,Ratio of Eligible own funds to SCR,2.31323,Other undertakings,20250930,18
ITALY,2019 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.3507,All undertaking types,20250930,96
ITALY,2019 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.23349,Life undertakings,20250930,28
ITALY,2019 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.3859,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0620_P10,Ratio of Eligible own funds to SCR (P10),1.39378,Other undertakings,20250930,18
ITALY,2019 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.50293,All undertaking types,20250930,96
ITALY,2019 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.39802,Life undertakings,20250930,28
ITALY,2019 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.53758,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0620_P25,Ratio of Eligible own funds to SCR (P25),1.76533,Other undertakings,20250930,18
ITALY,2019 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.73986,All undertaking types,20250930,96
ITALY,2019 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.61069,Life undertakings,20250930,28
ITALY,2019 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.71879,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0620_P50,Ratio of Eligible own funds to SCR (P50),1.90105,Other undertakings,20250930,18
ITALY,2019 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.29792,All undertaking types,20250930,96
ITALY,2019 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.08435,Life undertakings,20250930,28
ITALY,2019 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.2748,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0620_P75,Ratio of Eligible own funds to SCR (P75),2.58012,Other undertakings,20250930,18
ITALY,2019 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.86015,All undertaking types,20250930,96
ITALY,2019 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),3.01324,Life undertakings,20250930,28
ITALY,2019 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.83114,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0620_P90,Ratio of Eligible own funds to SCR (P90),2.65601,Other undertakings,20250930,18
ITALY,2019 Q2,R0640,Ratio of Eligible own funds to MCR,5.33552,All undertaking types,20250930,96
ITALY,2019 Q2,R0640,Ratio of Eligible own funds to MCR,3.44767,Life undertakings,20250930,28
ITALY,2019 Q2,R0640,Ratio of Eligible own funds to MCR,4.40994,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0640,Ratio of Eligible own funds to MCR,5.84576,Other undertakings,20250930,18
ITALY,2019 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.73582,All undertaking types,20250930,96
ITALY,2019 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.25043,Life undertakings,20250930,28
ITALY,2019 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.89216,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0640_P10,Ratio of Eligible own funds to MCR (P10),2.90266,Other undertakings,20250930,18
ITALY,2019 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.13564,All undertaking types,20250930,96
ITALY,2019 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),2.82768,Life undertakings,20250930,28
ITALY,2019 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.36857,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0640_P25,Ratio of Eligible own funds to MCR (P25),3.28227,Other undertakings,20250930,18
ITALY,2019 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.71948,All undertaking types,20250930,96
ITALY,2019 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.46144,Life undertakings,20250930,28
ITALY,2019 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),3.76739,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0640_P50,Ratio of Eligible own funds to MCR (P50),4.09224,Other undertakings,20250930,18
ITALY,2019 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.74094,All undertaking types,20250930,96
ITALY,2019 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),3.97931,Life undertakings,20250930,28
ITALY,2019 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),6.07862,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0640_P75,Ratio of Eligible own funds to MCR (P75),5.53026,Other undertakings,20250930,18
ITALY,2019 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.96885,All undertaking types,20250930,96
ITALY,2019 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.69609,Life undertakings,20250930,28
ITALY,2019 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.87125,Non-Life undertakings,20250930,50
ITALY,2019 Q2,R0640_P90,Ratio of Eligible own funds to MCR (P90),6.48184,Other undertakings,20250930,18
ITALY,2019 Q3,R0500,Total available own funds to meet the SCR,15099.240236,Life undertakings,20250930,28
ITALY,2019 Q3,R0500,Total available own funds to meet the SCR,7128.81599,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0500,Total available own funds to meet the SCR,108138.874255,Other undertakings,20250930,18
ITALY,2019 Q3,R0510,Total available own funds to meet the MCR,14992.377459,Life undertakings,20250930,28
ITALY,2019 Q3,R0510,Total available own funds to meet the MCR,6932.881096,Non-Life undertakings,20250930,50
ITALY,2019 Q3,R0510,Total available own funds to meet the MCR,105584.206875,Other undertakings,20250930,18
ITALY,2019 Q3,R0540,Total eligible own funds to meet the SCR,15058.132369,Life undertakings,20250930,28
